atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
2008-01-31,2008-02-04,0,0.395,0.385,0.395,0.395,0.395,114000,45030,0.395,3.91374,3.81466,3.91374,3.91374,3.91374,11506,3.91374,-0.0125
2008-01-30,2008-02-01,0,0.4,0.385,0.4,0.37,0.4,606000,236320,0.389967,3.96329,3.81466,3.96329,3.66604,3.96329,61161,3.86388,0
2008-01-29,2008-01-31,0,0.4,0.39,0.4,0.4,0.42,262000,106340,0.40587786,3.96329,3.8642,3.96329,3.96329,4.16145,26443,4.02152,-0.01235
2008-01-28,2008-01-30,0,0.405,0.4,0.405,0.4,0.405,168000,67540,0.40202381,4.01283,3.96329,4.01283,3.96329,4.01283,16956,3.98334,0.0125
2008-01-25,2008-01-29,0,0.4,0.395,0.41,0.4,0.44,520000,212650,0.40894231,3.96329,3.91374,4.06237,3.96329,4.35961,52482,4.05189,-0.05882
2008-01-24,2008-01-28,0,0.425,0.4,0.425,0.4,0.425,380000,153180,0.40310526,4.21099,3.96329,4.21099,3.96329,4.21099,38352,3.99405,-0.01163
2008-01-23,2008-01-25,0,0.43,0.405,0.43,0.4,0.43,290000,121910,0.42037931,4.26053,4.01283,4.26053,3.96329,4.26053,29269,4.16521,0.10256
2008-01-22,2008-01-24,0,0.39,0.39,0.425,0.39,0.425,1358000,543610,0.40030191,3.8642,3.8642,4.21099,3.8642,4.21099,137058,3.96628,-0.10345
2008-01-21,2008-01-23,0,0.435,0.425,0.435,0.435,0.45,162000,71980,0.44432099,4.31007,4.21099,4.31007,4.31007,4.4587,16350,4.40243,-0.03333
2008-01-18,2008-01-22,0,0.45,0.45,0.46,0.425,0.45,294000,128690,0.43772109,4.4587,4.4587,4.55778,4.21099,4.4587,29672,4.33703,0
2008-01-17,2008-01-21,0,0.45,0.425,0.45,0.41,0.45,348000,149910,0.43077586,4.4587,4.21099,4.4587,4.06237,4.4587,35122,4.26822,-0.02174
2008-01-16,2008-01-18,0,0.46,0.455,0.46,0.44,0.46,362000,165010,0.45582873,4.55778,4.50824,4.55778,4.35961,4.55778,36535,4.51645,-0.04167
2008-01-15,2008-01-17,0,0.48,0.465,0.48,0.46,0.485,362000,171310,0.47323204,4.75594,4.60732,4.75594,4.55778,4.80548,36535,4.68888,0
2008-01-14,2008-01-16,0,0.48,0.46,0.48,0.46,0.48,50000,23600,0.472,4.75594,4.55778,4.75594,4.55778,4.75594,5046,4.67668,0
2008-01-11,2008-01-15,0,0.48,0.475,0.48,0.475,0.5,464000,223530,0.48174569,4.75594,4.7064,4.75594,4.7064,4.95411,46830,4.77324,-0.01031
2008-01-10,2008-01-14,0,0.485,0.48,0.49,0.485,0.495,346000,169560,0.4900578,4.80548,4.75594,4.85502,4.80548,4.90457,34921,4.8556,0.01042
2008-01-09,2008-01-11,0,0.49,0.49,0.495,0.48,0.49,376000,181960,0.48393617,4.75594,4.75594,4.80447,4.65888,4.75594,38739,4.69709,-0.0101
2008-01-08,2008-01-10,0,0.495,0.485,0.495,0.465,0.495,690000,330410,0.47885507,4.80447,4.70741,4.80447,4.51329,4.80447,71090,4.64777,0.02062
2008-01-07,2008-01-09,0,0.485,0.485,0.49,0.47,0.48,336000,158680,0.4722619,4.70741,4.70741,4.75594,4.56182,4.65888,34618,4.58378,-0.0202
2008-01-04,2008-01-08,0,0.495,0.485,0.495,0.48,0.495,400000,193570,0.483925,4.80447,4.70741,4.80447,4.65888,4.80447,41212,4.69698,0.03125
2008-01-03,2008-01-07,0,0.48,0.48,0.5,0.46,0.495,1120000,534230,0.47699107,4.65888,4.65888,4.853,4.46476,4.80447,115392,4.62968,-0.02041
2008-01-02,2008-01-04,0,0.49,0.49,0.5,0.49,0.495,532000,262030,0.49253759,4.75594,4.75594,4.853,4.75594,4.80447,54811,4.78057,-0.03922
2007-12-31,2008-01-03,0,0.51,0.5,0.51,0.495,0.51,416000,207590,0.49901442,4.95006,4.853,4.95006,4.80447,4.95006,42860,4.84344,0.0303
2007-12-28,2008-01-03,0,0.495,0.475,0.5,0.48,0.495,774000,375420,0.48503876,4.80447,4.61035,4.853,4.65888,4.80447,79744,4.70779,0.02062
2007-12-27,2008-01-02,0,0.485,0.48,0.49,0.48,0.485,684000,331170,0.48416667,4.70741,4.65888,4.75594,4.65888,4.70741,70472,4.69932,0
2007-12-24,2007-12-28,0,0.485,0.485,0.5,0.47,0.5,626000,309070,0.49372204,4.70741,4.70741,4.853,4.56182,4.853,64496,4.79207,0.02105
2007-12-21,2007-12-28,0,0.475,0.47,0.475,0.47,0.49,614000,292040,0.47563518,4.61035,4.56182,4.61035,4.56182,4.75594,63260,4.61652,0.01064
2007-12-20,2007-12-27,0,0.47,0.47,0.475,0.47,0.49,1614330,777553,0.48165679,4.56182,4.56182,4.61035,4.56182,4.75594,166323,4.67496,-0.03093
2007-12-19,2007-12-21,0,0.485,0.465,0.485,0.465,0.54,2236000,1078190,0.48219589,4.70741,4.51329,4.70741,4.51329,5.24124,230373,4.6802,0.02105
2007-12-18,2007-12-20,0,0.475,0.475,0.48,0.475,0.49,1428000,692250,0.48476891,4.61035,4.61035,4.65888,4.61035,4.75594,147125,4.70517,-0.03061
2007-12-17,2007-12-19,0,0.49,0.485,0.49,0.48,0.49,1118000,541240,0.48411449,4.75594,4.70741,4.75594,4.65888,4.75594,115186,4.69882,-0.0101
2007-12-14,2007-12-18,0,0.495,0.49,0.495,0.48,0.51,2404000,1183420,0.49227121,4.80447,4.75594,4.80447,4.65888,4.95006,247682,4.77799,0
2007-12-13,2007-12-17,0,0.495,0.49,0.495,0.48,0.53,3628000,1826810,0.50353087,4.80447,4.75594,4.80447,4.65888,5.14418,373789,4.88727,-0.06604
2007-12-12,2007-12-14,0,0.53,0.51,0.52,0.51,0.53,6450000,3345300,0.51865116,5.14418,4.95006,5.04712,4.95006,5.14418,664537,5.03403,-0.01852
2007-12-11,2007-12-13,0,0.54,0.53,0.54,0.5,0.58,11028000,6009280,0.54491114,5.24124,5.14418,5.24124,4.853,5.62948,1136204,5.28891,0.08
2007-12-10,2007-12-12,0,0.5,0.495,0.5,0.485,0.5,2610000,1298400,0.49747126,4.853,4.80447,4.853,4.70741,4.853,268906,4.82846,0.02041
2007-12-07,2007-12-11,0,0.49,0.485,0.49,0.49,0.495,372000,182780,0.49134409,4.75594,4.70741,4.75594,4.75594,4.80447,38327,4.76899,0.01031
2007-12-06,2007-12-10,0,0.485,0.485,0.49,0.48,0.49,935262,454835,0.48631827,4.70741,4.70741,4.75594,4.65888,4.75594,96359,4.72021,-0.0202
2007-12-05,2007-12-07,0,0.495,0.49,0.5,0.485,0.495,230000,113150,0.49195652,4.80447,4.75594,4.853,4.70741,4.80447,23697,4.77493,0.0102
2007-12-04,2007-12-06,0,0.49,0.485,0.495,0.49,0.495,930000,456600,0.49096774,4.75594,4.70741,4.80447,4.75594,4.80447,95817,4.76533,0
2007-12-03,2007-12-05,0,0.49,0.485,0.49,0.47,0.49,1914000,935090,0.48855277,4.75594,4.70741,4.75594,4.56182,4.75594,197198,4.7419,0.02083
2007-11-30,2007-12-04,0,0.48,0.47,0.48,0.47,0.48,448000,211560,0.47223214,4.65888,4.56182,4.65888,4.56182,4.65888,46157,4.58349,0.02128
2007-11-29,2007-12-03,0,0.47,0.47,0.48,0.465,0.475,350000,165490,0.47282857,4.56182,4.56182,4.65888,4.51329,4.61035,36060,4.58928,0
2007-11-28,2007-11-30,0,0.47,0.47,0.475,0.465,0.475,1960000,922450,0.47063776,4.56182,4.56182,4.61035,4.51329,4.61035,201937,4.56801,-0.02083
2007-11-27,2007-11-29,0,0.48,0.465,0.48,0.47,0.48,578000,272330,0.47115917,4.65888,4.51329,4.65888,4.56182,4.65888,59551,4.57307,-0.01031
2007-11-26,2007-11-28,0,0.485,0.475,0.485,0.47,0.485,172000,83090,0.4830814,4.70741,4.61035,4.70741,4.56182,4.70741,17721,4.68879,0
2007-11-23,2007-11-27,0,0.485,0.485,0.49,0.465,0.48,722000,341870,0.47350416,4.70741,4.70741,4.75594,4.51329,4.65888,74387,4.59583,0.01042
2007-11-22,2007-11-26,0,0.48,0.475,0.48,0.47,0.48,230000,109140,0.47452174,4.65888,4.61035,4.65888,4.56182,4.65888,23697,4.60571,0
2007-11-21,2007-11-23,0,0.48,0.48,0.49,0.46,0.49,290000,137260,0.47331034,4.65888,4.65888,4.75594,4.46476,4.75594,29878,4.59395,0.02128
2007-11-20,2007-11-22,0,0.47,0.47,0.475,0.46,0.47,564000,263140,0.46656028,4.56182,4.56182,4.61035,4.46476,4.56182,58108,4.52844,-0.02083
2007-11-19,2007-11-21,0,0.48,0.47,0.485,0.465,0.48,260000,123200,0.47384615,4.65888,4.56182,4.70741,4.51329,4.65888,26788,4.59915,0
2007-11-16,2007-11-20,0,0.48,0.47,0.48,0.465,0.485,740000,349530,0.47233784,4.65888,4.56182,4.65888,4.51329,4.70741,76241,4.58451,0
2007-11-15,2007-11-19,0,0.48,0.48,0.49,0.48,0.49,454000,220070,0.48473568,4.65888,4.65888,4.75594,4.65888,4.75594,46775,4.70485,-0.02041
2007-11-14,2007-11-16,0,0.49,0.485,0.49,0.48,0.49,2124000,1033920,0.48677966,4.75594,4.70741,4.75594,4.65888,4.75594,218834,4.72469,0.01031
2007-11-13,2007-11-15,0,0.485,0.48,0.485,0.48,0.495,1804000,878870,0.48717849,4.70741,4.65888,4.70741,4.65888,4.80447,185864,4.72856,-0.0102
2007-11-12,2007-11-14,0,0.49,0.49,0.495,0.49,0.5,622000,308180,0.49546624,4.75594,4.75594,4.80447,4.75594,4.853,64084,4.809,-0.02
2007-11-09,2007-11-13,0,0.5,0.5,0.51,0.5,0.51,284000,143040,0.50366197,4.853,4.853,4.95006,4.853,4.95006,29260,4.88855,-0.01961
2007-11-08,2007-11-12,0,0.51,0.5,0.51,0.5,0.51,626000,317000,0.50638978,4.95006,4.853,4.95006,4.853,4.95006,64496,4.91502,0.02
2007-11-07,2007-11-09,0,0.5,0.5,0.52,0.5,0.52,976000,497100,0.50932377,4.853,4.853,5.04712,4.853,5.04712,100556,4.9435,-0.03846
2007-11-06,2007-11-08,0,0.52,0.51,0.52,0.5,0.52,2502000,1291320,0.51611511,5.04712,4.95006,5.04712,4.853,5.04712,257779,5.00942,0.04
2007-11-05,2007-11-07,0,0.5,0.5,0.51,0.5,0.51,2896000,1466160,0.50627072,4.853,4.853,4.95006,4.853,4.95006,298372,4.91387,-0.01961
2007-11-02,2007-11-06,0,0.51,0.5,0.51,0.5,0.51,1286000,649000,0.50466563,4.95006,4.853,4.95006,4.853,4.95006,132495,4.89829,0
2007-11-01,2007-11-05,0,0.51,0.51,0.52,0.51,0.53,934000,485180,0.51946467,4.95006,4.95006,5.04712,4.95006,5.14418,96229,5.04193,-0.01923
2007-10-31,2007-11-02,0,0.52,0.5,0.52,0.5,0.52,1052000,542120,0.51532319,5.04712,4.853,5.04712,4.853,5.04712,108387,5.00173,0.04
2007-10-30,2007-11-01,0,0.5,0.5,0.51,0.495,0.52,914000,458430,0.50156455,4.853,4.853,4.95006,4.80447,5.04712,94169,4.86819,-0.03846
2007-10-29,2007-10-31,0,0.52,0.51,0.52,0.51,0.52,2982000,1528620,0.51261569,5.04712,4.95006,5.04712,4.95006,5.04712,307233,4.97545,0.01961
2007-10-26,2007-10-30,0,0.51,0.5,0.51,0.49,0.52,3436000,1753860,0.51043655,4.95006,4.853,4.95006,4.75594,5.04712,354008,4.9543,0.02
2007-10-25,2007-10-29,0,0.5,0.495,0.5,0.48,0.5,2432000,1189790,0.48922286,4.853,4.80447,4.853,4.65888,4.853,250567,4.7484,0.0101
2007-10-24,2007-10-26,0,0.495,0.485,0.495,0.48,0.5,1664000,820270,0.49295072,4.80447,4.70741,4.80447,4.65888,4.853,171440,4.78458,0.0102
2007-10-23,2007-10-25,0,0.49,0.485,0.49,0.485,0.495,1166000,571870,0.49045455,4.75594,4.70741,4.75594,4.70741,4.80447,120132,4.76035,0.01031
2007-10-22,2007-10-24,0,0.485,0.485,0.49,0.47,0.485,952000,456390,0.47940126,4.70741,4.70741,4.75594,4.56182,4.70741,98084,4.65307,-0.0102
2007-10-18,2007-10-23,0,0.49,0.485,0.49,0.48,0.495,1556000,760770,0.48892674,4.75594,4.70741,4.75594,4.65888,4.80447,160313,4.74552,0
2007-10-17,2007-10-22,0,0.49,0.49,0.495,0.485,0.5,990000,487900,0.49282828,4.75594,4.75594,4.80447,4.70741,4.853,101999,4.78339,-0.02
2007-10-16,2007-10-18,0,0.5,0.495,0.5,0.5,0.52,1848000,927380,0.501829,4.853,4.80447,4.853,4.853,5.04712,190398,4.87075,-0.03846
2007-10-15,2007-10-17,0,0.52,0.51,0.52,0.51,0.52,1058000,549640,0.51950851,5.04712,4.95006,5.04712,4.95006,5.04712,109005,5.04235,-0.01887
2007-10-12,2007-10-16,0,0.53,0.52,0.53,0.51,0.53,2500000,1310080,0.524032,5.14418,5.04712,5.14418,4.95006,5.14418,257573,5.08626,0.01923
2007-10-11,2007-10-15,0,0.52,0.51,0.52,0.51,0.53,1328000,691220,0.52049699,5.04712,4.95006,5.04712,4.95006,5.14418,136823,5.05195,0
2007-10-10,2007-10-12,0,0.52,0.52,0.53,0.51,0.54,1628000,858420,0.52728501,5.04712,5.04712,5.14418,4.95006,5.24124,167731,5.11783,0
2007-10-09,2007-10-11,0,0.52,0.51,0.52,0.5,0.52,2414000,1237020,0.51243579,5.04712,4.95006,5.04712,4.853,5.04712,248712,4.9737,0.04
2007-10-08,2007-10-10,0,0.5,0.5,0.52,0.5,0.54,5008000,2574360,0.51404952,4.853,4.853,5.04712,4.853,5.24124,515969,4.98937,-0.03846
2007-10-05,2007-10-09,0,0.52,0.51,0.52,0.51,0.54,7946000,4138800,0.52086584,5.04712,4.95006,5.04712,4.95006,5.24124,818669,5.05553,-0.05455
2007-10-04,2007-10-08,0,0.55,0.54,0.56,0.54,0.57,1400000,778520,0.55608571,5.3383,5.24124,5.43536,5.24124,5.53242,144241,5.39737,-0.05172
2007-10-03,2007-10-05,0,0.58,0.58,0.59,0.56,0.58,1162000,663540,0.5710327,5.62948,5.62948,5.72654,5.43536,5.62948,119720,5.54245,0
2007-10-02,2007-10-04,0,0.58,0.58,0.59,0.58,0.59,1422000,827760,0.5821097,5.62948,5.62948,5.72654,5.62948,5.72654,146507,5.64996,-0.01695
2007-09-28,2007-10-03,0,0.59,0.58,0.59,0.57,0.6,1170000,689740,0.58952137,5.72654,5.62948,5.72654,5.53242,5.8236,120544,5.7219,-0.01667
2007-09-27,2007-10-02,0,0.6,0.59,0.6,0.58,0.6,500000,295180,0.59036,5.8236,5.72654,5.8236,5.62948,5.8236,51515,5.73004,0
2007-09-25,2007-09-28,0,0.6,0.59,0.6,0.58,0.62,566000,335120,0.59208481,5.8236,5.72654,5.8236,5.62948,6.01772,58314,5.74678,0.01695
2007-09-24,2007-09-27,0,0.59,0.58,0.59,0.57,0.6,1356000,796640,0.58749263,5.72654,5.62948,5.72654,5.53242,5.8236,139707,5.70221,0
2007-09-21,2007-09-25,0,0.59,0.58,0.59,0.58,0.59,284000,165380,0.58232394,5.72654,5.62948,5.72654,5.62948,5.72654,29260,5.65204,0
2007-09-20,2007-09-24,0,0.59,0.58,0.59,0.58,0.6,708000,420720,0.59423729,5.72654,5.62948,5.72654,5.62948,5.8236,72945,5.76767,-0.01667
2007-09-19,2007-09-21,0,0.6,0.59,0.61,0.59,0.6,196000,116900,0.59642857,5.8236,5.72654,5.92066,5.72654,5.8236,20194,5.78894,-0.01639
2007-09-18,2007-09-20,0,0.61,0.6,0.61,0.59,0.61,280000,167360,0.59771429,5.92066,5.8236,5.92066,5.72654,5.92066,28848,5.80142,0.01667
2007-09-17,2007-09-19,0,0.6,0.6,0.62,0.58,0.6,158000,93520,0.59189873,5.8236,5.8236,6.01772,5.62948,5.8236,16279,5.74497,0
2007-09-14,2007-09-18,0,0.6,0.58,0.6,0.58,0.61,658000,393480,0.59799392,5.8236,5.62948,5.8236,5.62948,5.92066,67793,5.80413,-0.01639
2007-09-13,2007-09-17,0,0.61,0.6,0.62,0.6,0.61,248000,151200,0.60967742,5.92066,5.8236,6.01772,5.8236,5.92066,25551,5.91753,0
2007-09-12,2007-09-14,0,0.61,0.61,0.62,0.6,0.63,624000,381140,0.61080128,5.92066,5.92066,6.01772,5.8236,6.11478,64290,5.92844,0.01667
2007-09-11,2007-09-13,0,0.6,0.6,0.61,0.6,0.65,304000,186800,0.61447368,5.8236,5.8236,5.92066,5.8236,6.3089,31321,5.96408,-0.0625
2007-09-10,2007-09-12,0,0.64,0.61,0.64,0.6,0.64,976000,606500,0.62141393,6.21184,5.92066,6.21184,5.8236,6.21184,100556,6.03145,0.03226
2007-09-07,2007-09-11,0,0.62,0.6,0.62,0.6,0.62,820000,498040,0.60736585,6.01772,5.8236,6.01772,5.8236,6.01772,84484,5.8951,0.03333
2007-09-06,2007-09-10,0,0.6,0.6,0.61,0.59,0.61,660000,397380,0.60209091,5.8236,5.8236,5.92066,5.72654,5.92066,67999,5.8439,-0.01639
2007-09-05,2007-09-07,0,0.61,0.61,0.64,0.59,0.63,1534000,946280,0.61687093,5.92066,5.92066,6.21184,5.72654,6.11478,158047,5.98735,0.01667
2007-09-04,2007-09-06,0,0.6,0.59,0.61,0.57,0.61,2218000,1308200,0.58981064,5.8236,5.72654,5.92066,5.53242,5.92066,228518,5.7247,0.07143
2007-09-03,2007-09-05,0,0.56,0.56,0.57,0.56,0.58,1290000,734400,0.56930233,5.43536,5.43536,5.53242,5.43536,5.62948,132907,5.52565,0
2007-08-31,2007-09-04,0,0.56,0.56,0.58,0.56,0.58,1456000,831220,0.57089286,5.43536,5.43536,5.62948,5.43536,5.62948,150010,5.54109,-0.01754
2007-08-30,2007-09-03,0,0.57,0.57,0.58,0.57,0.59,938000,539800,0.57547974,5.53242,5.53242,5.62948,5.53242,5.72654,96641,5.58561,-0.01724
2007-08-29,2007-08-31,0,0.58,0.57,0.58,0.55,0.59,1090000,617100,0.56614679,5.62948,5.53242,5.62948,5.3383,5.72654,112302,5.49502,-0.04918
2007-08-28,2007-08-30,0,0.61,0.6,0.61,0.6,0.66,704000,437460,0.62139205,5.92066,5.8236,5.92066,5.8236,6.40596,72532,6.03123,-0.04687
2007-08-27,2007-08-29,0,0.64,0.63,0.64,0.61,0.64,1188000,745380,0.62742424,6.21184,6.11478,6.21184,5.92066,6.21184,122398,6.08978,0.04918
2007-08-24,2007-08-28,0,0.61,0.59,0.61,0.58,0.61,776000,461020,0.59409794,5.92066,5.72654,5.92066,5.62948,5.92066,79951,5.76632,0
2007-08-23,2007-08-27,0,0.61,0.61,0.62,0.56,0.61,1456000,843780,0.57951923,5.92066,5.92066,6.01772,5.43536,5.92066,150010,5.62482,0.12963
2007-08-22,2007-08-24,0,0.54,0.54,0.56,0.54,0.56,230000,125780,0.54686957,5.24124,5.24124,5.43536,5.24124,5.43536,23697,5.30792,0
2007-08-21,2007-08-23,0,0.54,0.54,0.55,0.52,0.59,1036000,566960,0.54725869,5.24124,5.24124,5.3383,5.04712,5.72654,106738,5.3117,-0.05263
2007-08-20,2007-08-22,0,0.57,0.55,0.57,0.54,0.57,1128000,630680,0.55911348,5.53242,5.3383,5.53242,5.24124,5.53242,116217,5.42676,0.07547
2007-08-17,2007-08-21,0,0.53,0.51,0.53,0.46,0.56,4198000,2119140,0.50479752,5.14418,4.95006,5.14418,4.46476,5.43536,432516,4.89957,-0.05357
2007-08-16,2007-08-20,0,0.56,0.55,0.56,0.56,0.59,1996000,1144500,0.57339679,5.43536,5.3383,5.43536,5.43536,5.72654,205646,5.56539,-0.08197
